"Código NCM";"Descrição NCM";"Unidade estatística"
"85371019";"Outros quadros, painéis, etc, comando numérico computadorizado (CNC), para uma tensão não superior a 1.000 V";"QUILOGRAMA LIQUIDO"
"85371020";"Controladores programáveis, para uma tensão não superior a 1.000 V";"NUMERO (UNIDADE)"
"85371030";"Controladores de demanda de energia elétrica, para uma tensão não superior a 1.000 V";"NUMERO (UNIDADE)"
"85371090";"Outros quadros, etc, com aparelhos interruptores circuito elétrico, para uma tensão não superior a 1.000 V";"QUILOGRAMA LIQUIDO"
"87149100";"Quadros, garfos e suas partes, para bicicletas e outros ciclos";"QUILOGRAMA LIQUIDO"
"87149200";"Aros e raios para bicicletas e outros ciclos";"QUILOGRAMA LIQUIDO"
"87149300";"Outros cubos e pinhões de rodas livres para bicicletas, etc";"QUILOGRAMA LIQUIDO"
"87149310";"Cubos, exceto de freios (travões) para bicicletas e outros ciclos";"QUILOGRAMA LIQUIDO"
"85176214";"Concentradores de linhas de assinantes (terminais de central ou terminal remoto)";"NUMERO (UNIDADE)"
"85176219";"Outros concentradores";"NUMERO (UNIDADE)"
"49011000";"Livros, brochuras e impressos semelhantes, em folhas soltas, mesmo dobradas";"QUILOGRAMA LIQUIDO"
"49019100";"Dicionários e enciclopédias, mesmo em fascículos";"QUILOGRAMA LIQUIDO"
"49019900";"Outros livros, brochuras e impressos semelhantes";"QUILOGRAMA LIQUIDO"
"49021000";"Jornais e publicações periódicas, impressos, mesmo ilustrados ou que contenham publicidade, que se publiquem pelo menos quatro vezes por semana";"QUILOGRAMA LIQUIDO"
"52102910";"Tecidos de algodão que contenham menos de 85 %,em peso,de algodão,combinados, principal ou unicamente, com fibras sintéticas ou artificiais, peso < 200 g/m2, branqueados,em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4";"QUILOGRAMA LIQUIDO"
"52102990";"Outros tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso não superior a 200 g/m2, branqueados";"QUILOGRAMA LIQUIDO"
"52103100";"Tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso não superior a 200 g/m2, tintos, em ponto de tafetá";"QUILOGRAMA LIQUIDO"
"52103200";"Tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, peso < 200 g/m2, tintos, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4";"QUILOGRAMA LIQUIDO"
"52103900";"Outros tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso não superior a 200 g/m2, tintos";"QUILOGRAMA LIQUIDO"
"52104100";"Tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso não superior a 200 g/m2, de fios de diversas cores, em ponto de tafetá";"QUILOGRAMA LIQUIDO"
"52104200";"Tecido de algodão < 85%, colorido, fibra sintética/artifical, sarjado, peso <= 200 g/m2";"QUILOGRAMA LIQUIDO"
"52104900";"Outros tecidos de algodão <85%, colorido, fibra sintética/artifical, peso <= 200 g/m2";"QUILOGRAMA LIQUIDO"
"64041100";"Calçados para esportes, etc, de matérias têxteis, sola borracha/plástico";"PARES"
"64041900";"Outros calçados de matéria têxtil, sola de borracha/plástico";"PARES"
"64042000";"Calçados de materia têxtil, com sola exterior de couro";"PARES"
"64051010";"Calçados de couro reconstituído, sola exterior de borracha/plástico";"PARES"
"64051020";"Calçados de couro reconstituído, sola exterior de couro";"PARES"
"70111090";"Outras ampolas, etc, de vidro, para iluminação elétrica";"QUILOGRAMA LIQUIDO"
"70112000";"Ampolas de vidro, etc, para tubos catódicos";"QUILOGRAMA LIQUIDO"
"70119000";"Outras ampolas/invólucros, abertos, de vidro, suas partes";"QUILOGRAMA LIQUIDO"
"70120000";"Ampolas de vidro, para garrafas térmicas, etc, isolamento a vácuo";"NUMERO (UNIDADE)"
"70131000";"Objetos de vitrocerâmica, para serviços de mesa, cozinha,  etc.";"QUILOGRAMA LIQUIDO"
"70132100";"Recipientes para beber, de cristal de chumbo";"QUILOGRAMA LIQUIDO"
"61021000";"Mantôs, capas, anoraques, casacos e semelhantes, de malha, de uso feminino, exceto os artefatos da posição 61.04, de lã ou de pelos finos";"NUMERO (UNIDADE)"
"61022000";"Mantôs, capas, anoraques, casacos e semelhantes, de malha, de uso feminino, exceto os artefatos da posição 61.04, de algodão";"NUMERO (UNIDADE)"
"61023000";"Mantôs, capas, anoraques, casacos e semelhantes, de malha, de uso feminino, exceto os artefatos da posição 61.04, de fibras sintéticas ou artificiais";"NUMERO (UNIDADE)"
"61029000";"Mantôs, capas, anoraques, casacos e semelhantes, de malha, de uso feminino, exceto os artefatos da posição 61.04, de outras matérias têxteis";"NUMERO (UNIDADE)"
"61031010";"Ternos, de malha, de lã ou de pelos finos, uso masculino";"NUMERO (UNIDADE)"
"61031020";"Ternos de malha de fibras sintéticas, uso masculino";"NUMERO (UNIDADE)"
"52091200";"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, crus, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4";"QUILOGRAMA LIQUIDO"
"52091900";"Outros tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, crus";"QUILOGRAMA LIQUIDO"
"52092100";"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto de tafetá";"QUILOGRAMA LIQUIDO"
"52092200";"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4";"QUILOGRAMA LIQUIDO"
"52092900";"Outros tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados";"QUILOGRAMA LIQUIDO"
"52093100";"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, tintos, em ponto de tafetá";"QUILOGRAMA LIQUIDO"
"52093200";"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4";"QUILOGRAMA LIQUIDO"
"52093900";"Outros tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, tintos";"QUILOGRAMA LIQUIDO"
"52094100";"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, de fios de diversas cores, em ponto de tafetá";"QUILOGRAMA LIQUIDO"
"52094210";"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, denominados Denim, com fios tintos em indigo blue segundo Color Index 73.000";"QUILOGRAMA LIQUIDO"
"52094290";"Outros tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, denominados Denim";"QUILOGRAMA LIQUIDO"
"52094300";"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, de fios de diversas cores, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4";"QUILOGRAMA LIQUIDO"
"55049000";"Outras fibras artificiais descontínuas, não cardadas, etc";"QUILOGRAMA LIQUIDO"
"55049010";"Fibras artificiais descontínuas, não cardadas, não penteadas nem transformadas de outro modo para fiação, de liocel";"QUILOGRAMA LIQUIDO"
"55049090";"Outras fibras artificiais descontínuas, não cardadas, não penteadas nem transformadas de outro modo para fiação";"QUILOGRAMA LIQUIDO"
"55051000";"Desperdícios de fibras sintéticas (incluindo os desperdícios da penteação, os de fios e os fiapos)";"QUILOGRAMA LIQUIDO"
"55052000";"Desperdícios de fibras artificiais (incluindo os desperdícios da penteação, os de fios e os fiapos)";"QUILOGRAMA LIQUIDO"
"55061000";"Fibras sintéticas descontínuas, cardadas, penteadas ou transformadas de outro modo para fiação, de náilon ou de outras poliamidas";"QUILOGRAMA LIQUIDO"
"55062000";"Fibras sintéticas descontínuas, cardadas, penteadas ou transformadas de outro modo para fiação, de poliésteres";"QUILOGRAMA LIQUIDO"
"55063000";"Fibras acrílicas ou modacrílicas, cardadas, penteadas ou transformadas de outro modo para fiação";"QUILOGRAMA LIQUIDO"
"55069000";"Outras fibras sintéticas descontínuas, cardadas, penteadas ou transformadas de outro modo para fiação";"QUILOGRAMA LIQUIDO"
"55070000";"Fibras artificiais descontínuas, cardadas, penteadas ou transformadas de outro modo para fiação";"QUILOGRAMA LIQUIDO"
"55081000";"Linhas para costurar, de fibras sintéticas descontínuas, mesmo acondicionadas para venda a retalho";"QUILOGRAMA LIQUIDO"
"55082000";"Linhas para costurar, de fibras artificiais descontínuas, mesmo acondicionadas para venda a retalho";"QUILOGRAMA LIQUIDO"
"55091100";"Fio que contenham pelo menos 85 %, em peso, de fibras descontínuas de náilon ou de outras poliamidas, simples";"QUILOGRAMA LIQUIDO"
"85284110";"Monitores com tubo de raios catódicos, dos tipos exclusiva ou principalmente utilizados num sistema automático para processamento de dados da posição 84.71, monocromáticos";"NUMERO (UNIDADE)"
"85423210";"Memórias não montadas";"NUMERO (UNIDADE)"
"85423221";"Memórias, montadas, próprias para montagem em superfície (SMD - Surface Mounted Device), dos tipos RAM estáticas (SRAM) com tempo de acesso inferior ou igual a 25 ns, EPROM, EEPROM, PROM, ROM e FLASH";"NUMERO (UNIDADE)"
"85423229";"Outras memórias digitais montadas";"NUMERO (UNIDADE)"
"85423291";"Outras memórias dos tipos RAM estáticas (SRAM) com tempo de acesso inferior ou igual a 25 ns, EPROM, EEPROM, PROM, ROM e FLASH";"NUMERO (UNIDADE)"
"85423299";"Outras memórias RAM com tempo de acesso inferior ou igual a 25 ns";"NUMERO (UNIDADE)"
"85423311";"Circuitos integrados eletrônicos, amplificadores, híbridos, de espessura de camada inferior ou igual a 1 micrômetro (mícron) com frequência de operação superior ou igual a 800 MHz";"NUMERO (UNIDADE)"
"85423319";"Outros circuitos integrados eletrônicos, amplificadores, híbridos";"NUMERO (UNIDADE)"
"85423320";"Outros circuitos integrados monolíticos, não montados";"NUMERO (UNIDADE)"
"85423390";"Outros circuitos montados";"NUMERO (UNIDADE)"
"85423911";"Circuito integrado híbrido, de espessura de camada inferior ou igual a 1 micrômetro (mícron) com frequência de operação superior ou igual a 800 MHz";"NUMERO (UNIDADE)"
"85423919";"Outros circuitos integrados híbridos";"NUMERO (UNIDADE)"
"85423920";"Outros circuitos integrados monolíticos, não montados";"NUMERO (UNIDADE)"
"85423931";"Circuitos do tipo chipset, montados, próprios para montagem em superfície (SMD - Surface Mounted Device)";"NUMERO (UNIDADE)"
"85423939";"Outros circuitos integrados monolíticos";"NUMERO (UNIDADE)"
"85423991";"Outros circuitos integrados monolíticos chipset";"NUMERO (UNIDADE)"
"85423999";"Outros circuitos integrados monolíticos digitais";"NUMERO (UNIDADE)"
"85424010";"Circuito integrado híbrido, espessura de camada <= 1 micron";"NUMERO (UNIDADE)"
"39012021";"Polietileno sem carga, vulcanizado, densidade > 1.3, em forma primária";"QUILOGRAMA LIQUIDO"
"39012029";"Outros polietilenos sem carga, densidade >= 0.94, em formas primárias";"QUILOGRAMA LIQUIDO"
"39013010";"Copolímeros de etileno e acetato de vinila, nas formas previstas na Nota 6 a) deste Capítulo, em formas primárias";"QUILOGRAMA LIQUIDO"
"30049022";"Medicamento contendo ácido deidrocólico, etc, em doses";"QUILOGRAMA LIQUIDO"
"30049023";"Medicamento contendo ácido glucônico/sais/ésteres, em doses";"QUILOGRAMA LIQUIDO"
"30049024";"Medicamento contendo ácido o-acetilsalicílico, etc, em doses";"QUILOGRAMA LIQUIDO"
"30049025";"Medicamento contendo tiratricol/lactofosfato cálcio, em doses";"QUILOGRAMA LIQUIDO"
"30049026";"Medicamento contendo ácido láctico/seus sais, etc, em doses";"QUILOGRAMA LIQUIDO"
"30049027";"Medicamento contendo nitroglicerina, em doses, por via cutânea";"QUILOGRAMA LIQUIDO"
"30049028";"Medicamento contendo etretinato, miltefosina, etc, em doses";"QUILOGRAMA LIQUIDO"
"30049029";"Outros medicamentos contendo ácido monocarboxílico acíclico não saturado, exceto em doses";"QUILOGRAMA LIQUIDO"
"30049031";"Medicamento contendo sulfato de tranilcipromina, etc, em doses";"QUILOGRAMA LIQUIDO"
"30049032";"Medicamento contendo ácido sulfanílico/seus sais, etc, em doses";"QUILOGRAMA LIQUIDO"
"30049033";"Medicamento contendo clembuterol ou seu cloridrato, em doses";"QUILOGRAMA LIQUIDO"
"30049034";"Medicamento contendo tamoxifen ou seu citrato, em doses";"QUILOGRAMA LIQUIDO"
"30049035";"Medicamento contendo levodopa ou alfa-metildopa, em doses";"QUILOGRAMA LIQUIDO"
"30049036";"Medicamento contendo cloridrato de fenilefrina, etc, em doses";"QUILOGRAMA LIQUIDO"
"30049037";"Medicamento contendo diclofenaco de sódio, etc.em doses";"QUILOGRAMA LIQUIDO"
"30049038";"Medicamento contendo melfalano, clorambucil, etc, em doses";"QUILOGRAMA LIQUIDO"
"33049990";"Outros produtos de beleza ou de maquiagem preparados, etc";"QUILOGRAMA LIQUIDO"
"33051000";"Xampus para os cabelos";"QUILOGRAMA LIQUIDO"
"33052000";"Preparações para ondulação ou alisamento, permanentes, dos cabelos";"QUILOGRAMA LIQUIDO"
"33053000";"Laquês para o cabelo";"QUILOGRAMA LIQUIDO"
"34049011";"Cera artificial de polietileno, emulsionáveis";"QUILOGRAMA LIQUIDO"
"34049012";"Outras ceras artificiais, de polietileno";"QUILOGRAMA LIQUIDO"
"34049013";"Cera artificial de polipropilenoglicóis";"QUILOGRAMA LIQUIDO"
"38089332";"Outros inibidores de germinação, embalado para uso domissanitário direto";"QUILOGRAMA LIQUIDO"
"38089333";"Outros inibidores de germinação apresentados de outro modo";"QUILOGRAMA LIQUIDO"
"38089340";"Regulador de crescimento de plantas, embalados para uso domissanitário direto";"QUILOGRAMA LIQUIDO"
"38089341";"Reguladores de crescimento das plantas apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias, que contenham bromometano (brometo de metila) ou bromoclorometano";"QUILOGRAMA LIQUIDO"
"38089349";"Outros reguladores de crescimento das plantas apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias";"QUILOGRAMA LIQUIDO"
"38089351";"Reguladores de crescimento das plantas, apresentados de outro modo, que contenham bromometano (brometo de metila) ou bromoclorometano";"QUILOGRAMA LIQUIDO"
"38089352";"Reguladores de crescimento das plantas, apresentados de outro modo, à base de hidrazida maléica";"QUILOGRAMA LIQUIDO"
"38089225";"Fungicida à base de composto de cromo, cobre, arsênio";"QUILOGRAMA LIQUIDO"
"38089226";"Fungicida à base de thiram";"QUILOGRAMA LIQUIDO"
"38089227";"Fungicida à base de propiconazol";"QUILOGRAMA LIQUIDO"
"38089229";"Outros fungicidas apresentados de outro modo";"QUILOGRAMA LIQUIDO"
"38089291";"Fungicidas à base de hidróxido de cobre, de oxicloreto de cobre ou de óxido cuproso";"QUILOGRAMA LIQUIDO"
"38089292";"Fungicida à base de enxofre ou de ziram";"QUILOGRAMA LIQUIDO"
"38089293";"Fungicida à base de mancozeb ou de maneb";"QUILOGRAMA LIQUIDO"
"38089294";"Fungicida à base de sulfiram";"QUILOGRAMA LIQUIDO"
"38089295";"Fungicida à base de compostos de arsênio, cobre ou cromo, exceto os produtos do subitem 3808.92.91";"QUILOGRAMA LIQUIDO"
"38089296";"Fungicida à base de thiram";"QUILOGRAMA LIQUIDO"
"39013090";"Outros copolímeros de etileno e acetato de vinila, em formas primárias";"QUILOGRAMA LIQUIDO"
"39019010";"Copolímeros de etileno e ácido acrílico, em formas primárias";"QUILOGRAMA LIQUIDO"
"39019020";"Copolímeros de etileno e monômeros com radicais carboxílicos, inclusive com metacrilato de metila ou acrilato de metila como terceiro monômero";"QUILOGRAMA LIQUIDO"
"39019030";"Polietileno clorossulfonado, em forma primária";"QUILOGRAMA LIQUIDO"
"39019040";"Polietileno clorado, em forma primária";"QUILOGRAMA LIQUIDO"
"90183930";"Lancetas para vacinação e cautérios";"NUMERO (UNIDADE)"
"90183990";"Outros instrumentos semelhantes a seringas, agulhas, catéteres, etc";"NUMERO (UNIDADE)"
"90183991";"Artigo para fístula arteriovenosa, composto de agulha, base de fixação tipo borboleta, tubo plástico com conector e obturador";"NUMERO (UNIDADE)"
"90183999";"Outros instrumentos semelhantes a seringas, agulhas, catéteres, etc";"NUMERO (UNIDADE)"
"90184100";"Aparelhos dentários de brocar, mesmo combinados numa base comum com outros equipamentos dentários";"NUMERO (UNIDADE)"
"90184911";"Brocas para odontologia, de carboneto de tungstênio (volfrâmio)";"NUMERO (UNIDADE)"
"90184912";"Brocas para odontologia, de aço-vanádio";"NUMERO (UNIDADE)"
"90184919";"Brocas para odontologia, de outras matérias";"NUMERO (UNIDADE)"
"90184920";"Limas para odontologia";"NUMERO (UNIDADE)"
"90184930";"Aparelhos operando por ""laser"" para tratamento bucal";"NUMERO (UNIDADE)"
"90184940";"Aparelhos que operem por projeção cinética de partículas, para tratamento bucal";"NUMERO (UNIDADE)"
"90184991";"Aparelhos para desenho e construção de peças cerâmicas para restaurações dentárias, computadorizados";"NUMERO (UNIDADE)"
"90184999";"Outros instrumentos e aparelhos para odontologia";"NUMERO (UNIDADE)"
"90185000";"Instrumentos e aparelhos para oftalmologia";"NUMERO (UNIDADE)"
"85258013";"Outras câmeras de televisão, próprias para captar imagens exclusivamente no espectro infravermelho de comprimento de onda superior ou igual a 2 micrômetros (mícrons) e inferior ou igual a 14 micrômetros (mícrons)";"NUMERO (UNIDADE)"
